,user_location,text,Subjectivity,Polarity,Analysis
54512,India,one person bjp guts speak freely honestly mr swamy39 yomodisoboring,0.9,0.6,Positive
54513,India,request mohfw_india drhvoffice drharshvardhan ji kindly consider supplying covaxin mumbai city,0.9,0.6,Positive
54516,India,marytherobot covaxin purely 100 made india astra zenca formula like covidshield covaxin,0.5,0.21428571428571427,Positive
54517,India,people struggling many issues residents malibu town sector47 gurugram without wa,0.5,0.5,Positive
54530,India,2nd wave coronavirusindia tripura takes special covaxin drive amctripura area april 9 amp 10,0.2857142857142857,0.17857142857142858,Positive
54539,India,happy availability covaxin covid19 covidsecondwave covaxin covidvaccine,1.0,0.8,Positive
54555,India,mexico 3rd nation us amp brazil maximum fatalities due covid19 half gone unreported,0.18055555555555555,-0.09722222222222221,Negative
54589,United Kingdom,bharatbiotech cnbctv18news sorry cnbctv18live economics journalism defeat economics,1.0,-0.5,Negative
54609,India,apparently nations imagine gt citizens lives covaxin,0.35,0.05,Positive
54611,India,ani wow ab yehi baaki tha maybe tomorrow might get hear something similar covaxin,0.7,0.05,Positive
54697,India,covaxin worth reading,0.1,0.3,Positive
54713,India,serious note income tax payers given vaccine first 3 crores die ho,0.5,-0.04166666666666666,Negative
54728,India,form special government body identify evidence entities black market corruption taking br,0.5023809523809524,0.09523809523809525,Positive
54767,India,today enquired major hospitals mumbai one covaxin stock covishield stock co,0.5,0.0625,Positive
54769,India,covaxin modi govt kho young generation se khuch problem hai kaya barojgari privatization aab corona vaccine,0.4,0.1,Positive
54773,India,time year back going get dose night curfews amp partial lockdown dose,0.15,-0.05,Negative
54786,India,afraid covid19 opportunities motivation covid19 covaxin tnlockdown,0.9,-0.6,Negative
54799,India,tweet perfectly summarizes india aastha rakho padai karke kya ukhaad loge vote toh ___ ko hi doge,1.0,1.0,Positive
54834,India,summer becomes difficult human live dont know corona getting much courage,0.45,-0.04090909090909091,Negative
54849,India,unfair pmoindia covaxin u maharastra covishield also shortage thats politics important tha,1.0,-0.04999999999999999,Negative
54868,India,bdutt u saying since u r rich u shell money u want choice vaccine rest th,0.75,0.375,Positive
54878,India,ani brazil happy covaxin,1.0,0.8,Positive
55001,India,pms second dose covaxin delivered two nurses morning memorable moment one says,0.5,0.25,Positive
55063,India,covaxin efficacy one knows willing share data world better go,0.625,0.375,Positive
55093,India,us europe holding back critical raw material needed covid vaccine production sii ceo adar poonawalla read,0.4205128205128205,-0.07692307692307693,Negative
55100,India,covaxin best world india best covaxin,0.3,1.0,Positive
55145,India,much crowd covaxin challenge groundswachh_bhiwandi increase camps vaccination,0.2,0.2,Positive
55163,India,delhi prime minister narendramodi takes second dose covid19 vaccine aiims received first dose,0.16666666666666666,0.125,Positive
55166,India,aam aadmi taking covidshield politicians going covaxin pls reply every single h,0.21428571428571427,-0.07142857142857142,Negative
55169,India,1rupee idiot says govt wasting 35k cr vaccination hope pbhushan1 take vaccines,0.8,-0.8,Negative
55188,India,wondering baba ji ready get vaccinated prime minister health minister also took jab,0.5,0.2,Positive
55223,India,happyandjoyworld healthyfacts season1 30 10watermelon juice super refreshing hydrating properties,0.8333333333333333,0.41666666666666663,Positive
55228,India,india awakens world yet ultimate illumination still far dont hesitate vaccination,1.0,0.05,Positive
55254,India,top leader promoting covaxin telling people distinguish vaccines,0.5,0.5,Positive
55286,India,happyandjoyworld healthyfacts season132 even u dont feel like eating much tall glass vegetable juice,0.2,0.2,Positive
55297,India,snghap narendramodi covaxin available otherwise also covisheild slot,0.4,0.4,Positive
55318,India,reading handling vaccine distribution seems poor cities dense population giv,0.6,-0.4,Negative
55322,India,india best indian vaccine best covaxin,0.3,1.0,Positive
55352,India,delhi prime minister narendramodi takes second dose covid19 vaccine aiims received first dos,0.16666666666666666,0.125,Positive
55358,India,never disclosed name vaccine prime minister narendra modi took first jab com,0.3333333333333333,0.25,Positive
55362,India,prime minister narendramodi takes second dose covidvaccine delhi aiims received first dose,0.16666666666666666,0.125,Positive
55367,India,ani getting covaxin forced take covishield,0.2,-0.30000000000000004,Negative
55378,India,new delhi pm narendramodi thursday took second dose covid19 vaccine aiims prime minis,0.22727272727272727,0.06818181818181818,Positive
55388,India,breaking prime minister narendra modi takes second dose covid19 vaccine aiims received first,0.16666666666666666,0.125,Positive
55425,India,india wont follow countries vaccination drive says bombay high court narsibenwal bombayhc,0.5399999999999999,0.16,Positive
55465,India,sources told dh indias subject expert commiittee monday approved russias covid19 vaccine sputnik v,0.3333333333333333,-0.16666666666666666,Negative
55497,India,india okays third vaccine covid19 sputnikv gets green signal emergency use india russian,0.09999999999999999,-0.06666666666666667,Negative
55522,India,good move dr sanjeev bagai bagaidr chairman nephron clinic sputnikv getting emergency use autho,0.6000000000000001,0.7,Positive
55532,India,5000 russian aa jati entirely new meaning sputnikv,0.22727272727272727,0.06818181818181818,Positive
55562,India,subject expert committee approves dr reddys application emergency use authorisation sputnik v sources,0.3333333333333333,-0.16666666666666666,Negative
55566,India,sputnikv gets expert panel nod emergency use india coronaviruspandemic covid19vaccine catch live upda,0.5,0.13636363636363635,Positive
55601,India,thedeshbhakt india would exported 5 cr doses think would less cases covid states,0.06666666666666667,-0.16666666666666666,Negative
55621,India,3rd covid19 vaccine india expert panel decide russias sputnik v covid19 sputnikv russia sec,0.3,-0.05,Negative
55627,India,breaking sec meet today take sputnikv application emergency use authorisation,0.6,-0.1,Negative
55636,India,covid19 subject expert committee meet today take sputnik v application emergency use authorisation,0.3333333333333333,-0.16666666666666666,Negative
55645,India,pchidambaram_in take chill pill sir enjoy vaccination drive sputnikv covidvaccination,0.5,0.4,Positive
55647,India,according sources close development talks advanced stages mankindpharma rdif,0.6,0.4,Positive
55649,India,nkdammy way punawala incident happened ive low hopes sputnikv availability common,0.4,-0.15,Negative
55650,India,expected sputnik likely get eua within next ten days government sources told news age,0.35,-0.025,Negative
55776,USA,holly shit putinhuylo slovakia tested sputnikv sent injection tests found vaccine sh,0.8,-0.2,Negative
55907,USA,reuters dont forget sputnik name putins military propaganda structure destabilize europe,0.1,-0.1,Negative
55908,USA,reuters putins regime corrupt kleptocrats incapable creating inventing anything situation,1.0,-0.5,Negative
55909,USA,reuters grandiose putin scam propaganda increase influence split occupy w,0.1,-0.1,Negative
56219,India,covid19india absolutely shortage vaccine india till date 90 million single doses admini,0.5571428571428572,0.0642857142857143,Positive
56373,India,sinovac china brazil phase iii clinical results sinovac vaccine brazil overall protection rate 507 mod,0.2,0.1,Positive
56392,England,screen_tan interesting read considering sinovac vaccine,0.5,0.5,Positive
56401,Canada,sinovac 75 effective picking dirt hard reach places sinovac covidvaccine covid19,0.6708333333333334,0.15416666666666665,Positive
56406,Canada,pm pakistan safe taking substandard chinese sinovac vaccine one imagine,0.25,0.25,Positive
56416,Canada,china sinovac coronavirus vaccine 50 percent effective covid19 trial cdnpoli uspoli worldnews,0.8,0.6,Positive
56457,United Kingdom,chinese official says local vaccines dont high protection rates theres one professional limi,0.15999999999999998,0.065,Positive
56470,India,right path chile defends sinovac use amid fresh efficacy questions,0.5178571428571428,0.2928571428571428,Positive
56544,United Kingdom,weve known potentially case 50 efficacy months getting hard evidence via,0.7708333333333333,-0.14583333333333334,Negative
56586,Canada,get first dose vaccine 36 hours sure whether ill getting pfizer moderna,0.7407407407407408,0.08333333333333333,Positive
56797,USA,covidvaccine got second moderna kind emotional sick month covid relief,0.6017857142857143,-0.02857142857142858,Negative
56835,Canada,first dose moderna get covid19 selfie,0.3333333333333333,0.25,Positive
56856,India,story 66yearold researcher katikariko immigrant rarely got grants never got lab never ea,0.9,0.3,Positive
57142,Canada,pfizer moderna astrazeneca variants b117 b1351 p1variant wild difficult made easier zain,0.7,-0.2,Negative
57281,Canada,got moderna jab today st volodymyr cultural centre oakville incredibly well organized easy gr,0.6111111111111112,0.4777777777777778,Positive
57403,India,the_hindu miano protesting made india vaccine covaxin amp lobbying foreign company goth flourishing india,0.125,-0.125,Negative
57405,India,vietnam envoy takes first dose indian covid19 vaccine covaxin reports sidhant sibal sidhant covid19,0.3333333333333333,0.25,Positive
57447,India,paying tributes india vietnams ambassador country pham sanh chau sanhchaupham receives first dose,0.3333333333333333,0.25,Positive
57502,India,covishieldvaccine covaxin effective new coronavirus variant speakupforvaccinesforall,0.6272727272727273,0.36818181818181817,Positive
57517,India,parents took first dose covid19 vaccine covaxin thankyouscience,0.3333333333333333,0.25,Positive
57538,India,sidshirole administration needs publish share list bharat biotech covaxin available pune th,0.4,0.4,Positive
57587,India,ndtv better mix covaxin,0.5,0.5,Positive
57635,India,celebrated first covaxin shot thursday takeout choley bhature anand sweets jayan,0.5416666666666666,0.3,Positive
57669,India,akhileshsharma1 drharshvardhan covaxin available india,0.4,0.4,Positive
57701,India,india looks tackle second wave successfully sputnikv jab gets nod,0.475,0.375,Positive
57713,India,regulator approves sputnikv rdif_press ceo parikshitl roll begin end april early may initially,0.15,0.05,Positive
57715,India,indias subject expert committee cleared sputnikv emergency use covid19 making third approved,0.16666666666666666,-0.08333333333333333,Negative
57801,India,thanks alot mass leader raga amp appreciate goi followed next pm india rahulgandhi said finally,0.39999999999999997,0.06666666666666667,Positive
57810,India,gravitas amid sharp rise covid19 cases india approved russias sputnikv vaccine emergency use,0.75,-0.125,Negative
57821,India,thank u sputnikv welcome,0.9,0.8,Positive
57822,India,dna top news day april 12 2021 covid19 coronavirus sputnikv covidvaccine delhi bafta ipl2021,0.5,0.5,Positive
57867,India,much appreciated rahulgandhi sputnikv rahulgandhivoiceofindia rahulgandhicares4india,0.1,0.2,Positive
57888,India,established beyond doubt today rahulgandhi real boss one straight letter elected pm,0.35000000000000003,0.2,Positive
57893,India,narendramodi ji please approve high efficacy vaccine country honest tax payer country affo,0.72,0.38,Positive
57915,India,yet receive sec communication sputnik v approval dr reddys sputnikvaccine covidvaccine sputnikv,0.6,-0.1,Negative
57922,India,sputnikv much needed shot arm india watch brasstacks zakka_jacob 857 pm cnnnews1,0.2,0.2,Positive
57935,India,yet receive sec communication sputnik v approval drl sputnikv,0.6,-0.1,Negative
57949,India,dr reddys becomes third covid19vaccine maker india health ministrys sec recommends granting emer,0.3,-0.05,Negative
57983,India,good news sputnik v vaccine approved use india rolled dr reddy covid19 vaccine,0.6000000000000001,0.7,Positive
58005,India,finally india approved sputnikv vaccine chinesevirus im pretty sure dr reddys laboratories limite,0.9629629629629629,0.25,Positive
58021,India,india access another madeinindia vaccine good given enormous population need,0.75,0.35,Positive
58041,India,cant believe still prioritising marks amp grades physical amp mental healthrequesting pmoindia,0.17142857142857143,-0.05,Negative
58056,India,narendramodi ji approved emergency uses sputnikv rahulgandhi bjp4india got full majority,0.55,0.35,Positive
58094,India,cnbctv18exclusive sources say sputnikv 2 dose vaccine first dose less grammage dose second,0.13333333333333333,0.02777777777777778,Positive
58127,India,drug regulators sec approves russias sputnik emergency use india sputnikv sputnikvaccine coronavirus,0.6,-0.1,Negative
58150,India,best ignore tags freefire freefiretricks nio nio covid19ireland pubgmobile pubg,0.3,1.0,Positive
58154,India,dr reddys becomes third covid19 vaccine maker india health ministrys sec recommends granting eme,0.3,-0.05,Negative
58156,India,sputnikv approved use us right,0.5357142857142857,0.2857142857142857,Positive
58181,India,surveys bad worldend endworld tesla mars,0.6666666666666666,-0.6999999999999998,Negative
58189,India,share good luck us termsamp conditions answer seeing considered yes,0.6000000000000001,0.7,Positive
58206,India,sputnikv gets approval within 2 days rahulgandhis suggestion fast tracking approval vaccines p,0.6,0.2,Positive
58217,India,u famous worldend endworld tesla mars pipililovesbjd dynamite1b sputnikv majorteaser யரஇநத,1.0,0.5,Positive
58241,India,rdif confirms awaiting imminently recommendation subject expert committee sec central drugs,0.39444444444444443,-0.08888888888888889,Negative
58246,India,russian vaccine sputnikv gets subject expert committee nod emergency use authorization india,0.16666666666666666,-0.08333333333333333,Negative
58248,India,government india approved sputnikv vaccine covid19 disease developed russia thir,0.3,0.1,Positive
58253,India,sputnikv approved india good goi followed rahulgandhi said wondering much lobbying fe,0.4,0.44999999999999996,Positive
58260,India,sputnikv approved emergency use india v good news given excess demand,0.6000000000000001,0.7,Positive
58265,India,last week russian foreign minister lavrov visits india week india approves sputnikv vaccine coinciden,0.06388888888888888,-0.041666666666666664,Negative
58303,India,indian govt approves sputnikv covishield amp covaxin significant india sputnikvaccine,0.875,0.375,Positive
58350,India,coronavirus live updates india gets 3rd vaccine govt approves sputnik v covishield amp covaxin sputnikv,0.25,0.06818181818181818,Positive
58381,India,spectatorindex sputnikv third vaccine available,0.2,0.2,Positive
58407,India,ravi shankar prasad stand say much money party got commission approved,0.2,0.2,Positive
58456,India,bihar hospital declares alive covid19 patient dead hands body another person kin,0.4,-0.05,Negative
58462,India,outstanding step especially time number daily new cases corona 150000,0.5823863636363636,0.1590909090909091,Positive
58464,India,subject expert committee approves dr reddys application emergency use authorisation sputnikv sources,0.3333333333333333,-0.16666666666666666,Negative
58483,India,indian government wants maximum number people vaccinated soon possible sputnikv,0.55,0.1,Positive
58506,India,sources et sputnikv approval subject price controls domestic sales manufacturers determine pri,0.21666666666666667,-0.08333333333333333,Negative
58512,India,india gets 3rd vaccine worlds best russian sputnikv vaccine approved government indi,0.09999999999999999,0.3333333333333333,Positive
58513,India,3 days ago sri rsprasad mocking rahulgandhis suggesting allowing use vaccines india sure,0.8888888888888888,0.5,Positive
58520,India,expert panel expected take decision sputnik v vaccine key meet today emergencyuseauthorisation,0.7,-0.05,Negative
58555,India,truthbreaking india gets third official covid19 vaccine sec approved dr reddys application em,0.3,-0.05,Negative
58560,India,drreddys wait amp watch youll go long way sputnikv plan spoilt,0.4,-0.05,Negative
58571,India,breaking government monday approved sputnikv vaccine covid19 developed russia,0.3,0.1,Positive
58586,India,russias sputnikv approved india based strong immunogenicity data india gets 3rd covid19 vaccine,0.36666666666666664,0.21666666666666665,Positive
58591,India,first distributed vaccines using foreign vaccines emergency news sputnikv,0.22916666666666666,0.0625,Positive
58596,India,cnbctv18exclusive sources say sputnikv vaccine subject indias price controls domestic sales manu,0.21666666666666667,-0.08333333333333333,Negative
58601,India,pipililovesbjd kumbhmela kumbh sputnikv sonusood bjp fake rape cases puts india fireextortion bl,1.0,-0.5,Negative
58634,India,breaking recommendation emergency use authorisation granted sputnikv govt sources live,0.5,0.13636363636363635,Positive
58641,India,riarevealed sputnikvaccine rahulgandhi exactly one year ago rahul gandhi advised government go fo,0.25,0.25,Positive
58789,USA,globaltimesnews conmebol conmebol sinovac vaccine useless ccp already admitted much resea,0.2,-0.15,Negative
58898,India,csir talks moderna around 6 months company hasnt shown much interest moderna,0.2,0.2,Positive
58939,USA,moderna modernavaccine newsflash moderna release new corporate logo wanting join forces pfizer jamp,0.22727272727272727,0.06818181818181818,Positive
58969,Canada,cp24 careful folks moderna got cut half said report numbers,0.5833333333333334,-0.13333333333333333,Negative
59006,United Kingdom,odds winning lotto 45057474 1 stacked people still buy ticket youre wett,0.75,0.5,Positive
59027,USA,breakingnews canadas moderna supply slashed half april,0.16666666666666666,-0.16666666666666666,Negative
59030,Canada,light recent news reported cbcnews lagging moderna shipments chance extending personal inc,0.4166666666666667,0.13333333333333333,Positive
59039,Canada,disappointing news covid19on covid19ontario covid19canada hey fordnation checkthefreezerdoug moderna,0.7,-0.6,Negative
59047,Canada,moderna slashes doses canada always said canada huge vaccine supply issue w,0.9,0.4000000000000001,Positive
59082,USA,messy hair dont care im getting part two fauci ouchie owchie moderna,0.4,-0.2,Negative
59177,United Kingdom,thats first dose moderna vaccine done brilliant set york askham bar thank nhs covid moderna,0.6666666666666666,0.575,Positive
59250,USA,finally happy vax day washington state made appointment today got first shot today grateful,0.6666666666666666,0.525,Positive
59288,India,davidfowl youd option pfizer youve taken first shot moderna,0.3333333333333333,0.25,Positive
59616,India,get tested also brazils drug regulator anvisa seems taken rather dim view visiting,0.5,0.1,Positive
59657,India,please get vaccine doses nothing else itll least help get worse case get covid,0.5,-0.35,Negative
59731,India,india witnesses another day surge covid19 cases 1185 people die past 24 hours india covid19 covaxin,0.25,-0.25,Negative
59732,India,nifty nifty50 getting ready sell may kind bullish scenario equity investing finance tips,0.7,0.4,Positive
59756,India,thackeray thanks pm modi centre allows mumbais haffkine produce covaxin thackeray pmmodi centre,0.2,0.2,Positive
59771,India,man administered first shot covaxin second covishield maharajganj district health worker suspend,0.16666666666666666,0.125,Positive
59783,India,haffkineinstitute institute gets permission centre manufacture covaxin due pressure,0.375,-0.125,Negative
59867,India,man administered first shot covaxin second covishield maharajganj district health worker suspended,0.16666666666666666,0.125,Positive
59935,India,mygovindia ncwindia sharmarekha smritiirani debasreebjp currently confused get parents 2nd dose,0.35,-0.2,Negative
59941,India,rahulkanwal didnt ask important question minds icmr isolated tge new virus strain gi,0.7272727272727273,0.2681818181818182,Positive
59942,India,lat_latha abuinsaan retweetspune sidshirole mohol_murlidhar dakliapritam ias_rubal covaxin available,0.4,0.4,Positive
59950,India,total number people india received least one dose covid19 vaccine crossed 10 cro,0.575,-0.15,Negative
59969,India,320 doses covaxin go missing jaipur hospital,0.05,-0.2,Negative
59980,Canada,320 doses covaxin go missing jaipur hospital read ymedia,0.05,-0.2,Negative
59982,India,rajasthan 320 doses covid19 vaccine covaxin go missing jaipur hospital covidsecondwave covid19india,0.05,-0.2,Negative
59993,India,rahulgandhi covaxin best per good medical analysts,0.30000000000000004,0.5666666666666667,Positive
60001,India,covaxin covishield one best please help coronavirus coronavirusindia,0.3,1.0,Positive
60005,India,important message many people got infected coronavirus getting covaxin sudden jump,0.6666666666666666,0.3,Positive
60010,India,320 doses covaxin bharatbiotechs coronavirusvaccine reported missing coldstorage facil,0.05,-0.2,Negative
60013,India,jaipur rajasthan corona vaccine theft 320 doses covaxin stolen jaipurs government hospital first,0.3333333333333333,0.25,Positive
60024,India,300 covaxin covid19 doses go missing rajasthan government hospital,0.05,-0.2,Negative
60028,India,rajasthan 320 doses covaxin missing cold storage hari bux kanwatia govt hospital jaipur fir registe,0.525,-0.4,Negative
60059,India,covidindiaseva firstly said vaccination center given 2 different kind vaccines,0.4833333333333333,0.1875,Positive
60141,India,covishield vs covaxin vs modernapfizer science behind covid19 vaccines careers vaccineresearch,0.7,-0.4,Negative
60153,India,today got covaxin vaccination apex hospital new delhi smooth registration smooth vaccination thank,0.48484848484848486,0.31212121212121213,Positive
60190,India,incindia made plans need responsible hand could please let us know,0.55,0.2,Positive
60298,Canada,russias sputnikv vaccine available use india mayjune,0.4,0.4,Positive
60299,Canada,argentine president thanks sputnikv easily beating coronavirus,0.5166666666666667,0.31666666666666665,Positive
60308,India,myogiadityanath didnt visit kumbhmela dare devil amp original hindu yadavakhilesh return gi,0.75,0.375,Positive
60350,India,covid19 top 10 developments wednesday morning coronaviruspandemic coronavirus covid19,0.5,0.5,Positive
60370,India,argentine scientists say one dose russias sputnik v develops high immune response sputnikv,0.5399999999999999,0.16,Positive
60372,India,new development india fast tracks emergency approvals foreign made covid vaccines covidvaccines sputnikv,0.39318181818181813,0.07045454545454545,Positive
60442,India,bjp approving vaccine developed russia governed fascist leader clearly sign fascism,0.3416666666666667,0.1,Positive
60493,India,indian government approved use foreign vaccines following huge surge covid19 cases,0.375,0.09166666666666669,Positive
60532,India,india clears way foreignmade covid vaccines invites applications indiablooms first portal digital news,0.16666666666666666,0.125,Positive
60543,India,russian direct investment fund ceo expects 50 million sputnik v vaccine doses per month summer mohfw_india,0.2,0.05,Positive
60592,India,russias sputnikv help fill indias vaccine gap watch kirill dmitriev ceo russian direct investment fund,0.2,0.05,Positive
60630,India,watch press briefing kirill dmitriev ceo russian direct investment fund sputnikv vaccine india,0.2,0.05,Positive
60642,India,russia started use sputnikv back august 2020 thus becoming country time manufactur,0.42500000000000004,0.225,Positive
60659,India,ndtvexclusive reviewing manufacturing capacity sputnikv us less relevant,0.48333333333333334,0.11666666666666668,Positive
60669,India,exceptional safety record russia also countries like argentina mexico kirill dmitri,1.0,0.6666666666666666,Positive
60675,India,ndtvexclusive kirill dmitriev ceo russian direct investment fund sputnikv vaccine,0.2,0.05,Positive
60697,India,sputnikvs approval check top brokerage views dr reddys drreddys,0.5,0.5,Positive
60706,India,india set welcome third covid19 vaccine sputnik v india covid19vaccine sputnikv,0.45,0.4,Positive
60729,India,marketatclose pfizer moves higher govts decision give eua global covid vaccines dr reddys fail,0.26666666666666666,-0.08333333333333333,Negative
60740,India,covid19vaccine covishield covaxin india granted permission inject 3rd covid19 vaccine popular,0.45,0.3,Positive
60777,India,sputnikv vaccine available india production price vaccine ceo,0.4,0.4,Positive
60796,India,two major covid19 updates 1 russias sputnikv received regulatory approval india twodo,0.5,0.0625,Positive
60809,India,kris7na varinder_bansal exporting low cost vaccines importing high cost vaccines requires 16 18 hours h,0.41999999999999993,0.08,Positive
60816,India,russias sputnik v got approval subject expert committee sec emergency use authorisation eua maki,0.4666666666666667,-0.13333333333333333,Negative
60823,India,sputnikv vaccine indicated active immunization prevent covid19 disease individuals 18 years,0.6,-0.13333333333333333,Negative
60898,India,white hat jr free demo coding class book coding coronavirus covid19 rr,0.4,0.2,Positive
60918,India,believe sputnik available india quantity may kirill dmitriv ceo rdif,0.4,0.4,Positive
60935,India,ketan72 radharaju18 published aefi data many fatalities trials sputnikv russian vaccines,0.25,0.25,Positive
60948,India,covid19 drug controller general india dcgi approved emergency use authorisation russian vaccine sputnikv,0.25,0.02500000000000001,Positive
60970,India,drug major dr reddys laboratories tuesday said received approval indian drug regulator restrict,0.5,0.0625,Positive
60975,India,russias sputnik v deemed safe works way similar oxfordastrazeneca jab b,0.45,0.25,Positive
60994,India,sputnik v developed moscows gamaleya institute proved 916 effective covid19 russia,0.55,0.35,Positive
60998,India,lets waste efforts doctors scientists amp government concerned public safety keep,0.03333333333333333,-0.1,Negative
61006,India,called perfect personal branding well done vladimirputin bhai sputinikv sputnikv putin,0.65,0.5,Positive
61011,India,news alert dr reddys labs gets emergency use authorisation sputnikv india catch live stockmarket upd,0.5,0.13636363636363635,Positive
61053,India,hours drug controller general india approved emergency use authorisation sputnikv covid19 vac,0.5,0.05000000000000002,Positive
61061,India,justin drug controller accepts recommendation sec sputnikv officially third approved covid19 va,0.3,-0.05,Negative
61083,India,great newssputnikvaccine efficiency 91 fruitful indians hopefully sputnikv amp covaxin,0.75,0.8,Positive
61140,India,israel authorities found eight covid cases indian variant interestingly showed least p,0.45,0.1,Positive
61589,Canada,erinotoole tweet still relevant today date still plan still sourcing vaccines,0.9,0.4,Positive
61682,India,clinical real world trials chinas sinovac underperforms vaccine already exported 19 cou,0.30000000000000004,0.2,Positive
61850,Canada,serving moderna today shout awesome team gives everyday getvaccinated,0.8,0.4,Positive
61862,USA,2nd dose moderna yesterday afternoon far good happy report flu symptoms amp headache,0.65,0.4,Positive
61892,India,imacuriosguy sir take vaccination pregnant females pfizer moderna vaccines us ha,0.5,0.3333333333333333,Positive
61964,Canada,covid19 arm moderna real wonder bad side effects second dose reacted first vacc,0.325,-0.06249999999999996,Negative
62230,USA,join us free webinar covid19 vaccines workplace tomorrow thursday april 22 1 pm edt,0.8,0.4,Positive
62367,USA,part keep around us safe 2nd fauci ouchie arm im getting better cell signal hmm,0.3333333333333333,0.3333333333333333,Positive
62769,Canada,got shot im thrilled dont anything negative thanks covid moderna vaccine hamont,0.43333333333333335,0.16666666666666666,Positive
62968,USA,jampj vaccine pause caution collusion judging much covid politicized weaponized ove,0.2,0.2,Positive
63167,Canada,druhfarrell really wish calgarytransit calgarypolice yycbedu ccsd_edu cgyfirefighters would allow,0.2,0.2,Positive
63225,USA,vaccines good like spitnikv would fewer antivaxxers dangers moderna astrazenaca,0.6000000000000001,0.7,Positive
63241,Canada,johntory u lower age aztrazeneca phizer n moderna coz effective two,0.8,0.6,Positive
63277,India,states heavily need covidvaccines demands met procedure,0.5,-0.2,Negative
63302,Canada,fordnation give good stuff pfizer moderna im staying away astrazeneca mondaythoughts covid19 covid19vaccine covidー19,0.6000000000000001,0.7,Positive
63426,USA,moderna covid vaccine make third booster shot available americans fall ceo says people,0.2,0.2,Positive
63657,USA,enough mental energy daily studying moderna doseone daytwo,0.2333333333333333,-0.03333333333333333,Negative
63755,USA,still fever sore arm tired moderna doseone daytwo,0.7,-0.4,Negative
63879,USA,live using new sykov twitchstreamers sykov moderna warzoneseason3 gamers,0.4772727272727273,0.13636363636363635,Positive
63911,USA,time ice cream still sore tired moderna,0.7,-0.4,Negative
64067,Canada,soooo get first one offered like theyve telling us along wife got moderna,0.3333333333333333,0.25,Positive
64068,Canada,jmt_18325 lzverpol soooo get first one offered like theyve telling us along wife,0.3333333333333333,0.25,Positive
64076,USA,got second moderna shot yesterday felt fine shot arm started hurting barely li,0.19999999999999998,0.15555555555555556,Positive
64290,USA,moderna day 2 update feel best since getting first shot sure got lucky,0.5888888888888889,0.5208333333333334,Positive
64379,India,pregnant women previously advised taking vaccine britain enough information,0.38888888888888884,0.05555555555555555,Positive
64525,Canada,amurrie gdnicholson cmoh_alberta birth control dont smoke lucky enough covid wil,0.6666666666666667,0.16666666666666666,Positive
64542,United Kingdom,irony vc killing vulnerable elderly scroll,0.5,-0.5,Negative
64689,Canada,got second dose moderna vaccine last night woke feeling like body got hit truck worth though,0.05555555555555556,0.09999999999999999,Positive
64801,United Kingdom,second az vax yesterday far real side effects aside tired last night really good nights sle,0.4444444444444445,0.09999999999999999,Positive
64810,United Kingdom,countries surplus oxfordastrazeneca johnsonjohnson vaccines due restricted use,0.375,-0.125,Negative
64823,United Kingdom,second cause blood clots death oxfordastrazeneca jab stress wondering ill one,0.5,-0.25,Negative
64832,India,done first dose covid vaccine astrazeneca covid19vaccination oxfordastrazeneca,0.3333333333333333,0.25,Positive
64835,United Kingdom,good news ascension falklands sthelena ukoverseasterritories oxfordastrazeneca vaccine,0.6000000000000001,0.7,Positive
64850,United Kingdom,amazing rollout covid19 vaccination across falkandislands included island hopping,0.9,0.6000000000000001,Positive
64953,England,mchatenay offered choice 2 vaccines chose az mild side affects get jab,0.5,0.3333333333333333,Positive
64955,United Kingdom,v c c n e big thanks scientists oxfordastrazeneca nhs,0.15000000000000002,0.1,Positive
64960,India,kerala cm follow source directly manufacturer ensure 18 vaccinated ease,0.4,0.1,Positive
64988,India,covidshield covaxin vaccines good patients heart issues amp take blood thinners,0.6000000000000001,0.7,Positive
64998,India,father got first covaxin jab 24 mar know 2nd dose administered within 2842 days called,0.16666666666666666,0.125,Positive
65001,India,kchirutweets covaxin developed private company bharat biotech mukesh ambani donating 700 tonnes ox,0.3375,0.05,Positive
65029,India,covaxin demonstrated excellent safety record human clinical trials amp emergency usage efficacy da,0.55,0.5,Positive
65037,India,vaccination best way safeguard family fellow citizens please serious get vaccinated whic,0.4833333333333333,0.33333333333333337,Positive
65074,India,himantabiswa covaxin effective doublemutant strain according icmr,0.8,0.6,Positive
65076,India,need understand basics medicines usually codeveloped manufacturing happens parts li,0.25,-0.25,Negative
65082,India,rahulgandhi absolutly right infact infact indians must thanking god 10janpath cont,0.5357142857142857,0.2857142857142857,Positive
65194,India,bharatbiotech pls share hospitals covaxin available chennai,0.4,0.4,Positive
65263,India,us holds raw materials vaccine production india indian libtards lobby pfizer despite,0.46153846153846156,-0.23076923076923078,Negative
65270,India,friend kartik aryan celebrity many popular contacts cars worth peoples net wor,0.375,0.35000000000000003,Positive
65331,India,sirjambavan drharshvardhan absolutely efficacy covaxin denied definitely superior vacc,0.9,0.44999999999999996,Positive
65336,India,covaxin effective mutant strains icmr covaxin bharatbiotech icmrdelhi india healthcare,0.8,0.6,Positive
65338,India,hard slap states political parties said covaxin everyone know said covaxin effectively f,0.48055555555555557,0.10277777777777776,Positive
65345,India,vaccine available 18 may cost vaccine shot covishield covaxin sputnik vaccine,0.4,0.4,Positive
